POSTE_ID,DATECOM,DIRECTION,VEHICULE,P00_01,P01_02,P02_03,P03_04,P04_05,P05_06,P06_07,P07_08,P08_09,P09_10,P10_11,P11_12,P12_13,P13_14,P14_15,P15_16,P16_17,P17_18,P18_19,P19_20,P20_21,P21_22,P22_23,P23_24,SUM_TRAF,LOCALITE,ROUTE,SENS,D1,D2,COORD_X,COORD_Y
509,2020-01-17,3,C,3,1,0,0,5,10,46,85,100,99,104,79,53,85,79,70,43,22,8,9,2,2,3,1,909,RECKANGE,N8,A7 <-> Reckange deux sens ,A7,Reckange,74281.0,90838.0
510,2020-01-17,3,C,2,1,0,0,2,10,23,50,39,44,45,36,35,39,37,31,29,14,10,8,4,5,7,3,474,LINTGEN,N7,Lintgen <-> A7 deux sens ,Lintgen,A7,77034.0,86861.0
520,2020-01-17,3,C,1,0,0,0,2,12,16,49,34,28,34,23,30,42,36,31,32,15,9,9,4,5,5,3,420,ROLLINGEN,N7,Mersch <-> Lintgen deux sens ,Mersch,Lintgen,76360.086,88875.28
525,2020-01-17,3,C,0,0,0,0,0,1,11,9,12,16,10,15,10,16,16,14,10,6,5,2,2,1,0,1,157,ANGELSBERG,CR118,Larochette <-> Mersch deux sens ,Larochette,Mersch,79535.66,92442.2
602,2020-01-17,3,C,7,5,5,11,15,37,90,78,66,75,74,68,62,78,63,76,60,53,27,25,19,6,3,9,1012,WEISWAMPACH,N7,Wemperhardt <-> Weiswampach deux sens ,Wemperhardt,Weiswampach,72299.13,134843.62
604,2020-01-17,3,C,2,1,1,5,2,12,34,51,40,43,40,38,36,37,41,35,30,32,18,15,7,0,0,3,523,TROISVIERGES,N12,Wilwerdange <-> Asselborn deux sens ,Wilwerdange,Asselborn,68095.63,132528.28
610,2020-01-17,3,C,4,7,8,16,13,39,113,121,128,126,117,109,94,110,104,94,71,51,24,18,20,9,11,5,1412,DICKT,N7,Hosingen <-> Hoscheid deux sens ,Hosingen,Hoscheid,74344.13,114997.33
708,2020-01-17,3,C,1,0,0,3,4,8,15,28,28,32,36,39,24,26,21,18,23,12,8,7,3,6,6,1,349,MERTZIG,N21,Feulen <-> Mertzig deux sens ,Feulen,Mertzig,68947.51,100496.57
710,2020-01-17,3,C,11,8,12,13,20,40,113,142,151,158,192,158,127,140,134,119,108,68,30,23,16,15,9,6,1813,ETTELBRUCK CONT.,B7,Friedhaff <-> Ettelbruck deux sens ,Friedhaff,Ettelbruck,75172.06,100627.21
711,2020-01-17,3,C,0,0,0,0,0,6,20,34,37,40,34,41,17,28,44,30,25,21,12,12,8,8,4,2,423,SCHIEREN,N7,Ettelbruck <-> Colmar deux sens ,Ettelbruck,Colmar,74927.53,100060.695
712,2020-01-17,3,C,0,0,0,0,3,6,12,23,29,27,33,23,25,27,27,28,16,12,10,10,2,6,3,4,326,WARKEN,CR348,Buerden <-> Ettelbruck deux sens ,Buerden,Ettelbruck,74576.27,102224.555
716,2020-01-17,3,C,1,0,0,2,9,20,46,75,52,44,56,45,53,55,59,51,55,34,20,22,13,14,15,5,746,ETTELBRUCK,N7,Ettelbruck <-> Diekirch deux sens ,Ettelbruck,Diekirch,76330.8,101746.24
724,2020-01-17,3,C,1,0,0,2,2,10,15,44,34,38,38,48,26,40,33,47,21,14,10,12,7,7,4,4,457,MEDERNACH-LAROCHETTE,N14,Larochette <-> Medernach deux sens ,Larochette,Medernach,83536.74,96383.305
805,2020-01-17,3,C,1,1,0,1,3,6,9,41,28,22,27,24,32,20,28,27,20,25,13,5,4,2,1,1,341,REDANGE,N22,Reichlange <-> Redange deux sens ,Reichlange,Redange,62433.26,93397.71
807,2020-01-17,3,C,2,0,0,1,2,7,15,56,69,58,75,76,53,75,57,67,39,24,14,5,5,3,3,1,707,REICHLANGE,N12,Reichlange <-> Bettborn deux sens ,Reichlange,Bettborn,62549.984,93523.484
809,2020-01-17,3,C,1,0,0,1,1,2,6,15,15,13,18,13,11,16,15,10,12,12,6,7,3,0,0,1,178,REICHLANGE,N23,Reichlange <-> Rambrouch deux sens ,Reichlange,Rambrouch,62256.12,93684.695
811,2020-01-17,3,C,1,1,1,0,0,6,10,17,23,18,21,13,18,15,19,20,16,19,8,4,4,4,2,1,241,RIPPWEILER,N24,Noerdange <-> Useldange deux sens ,Noerdange,Useldange,64934.914,91119.266
813,2020-01-17,3,C,0,0,2,0,0,2,3,19,16,11,19,11,11,12,13,16,10,3,5,3,2,3,1,0,162,RIPPWEILER,N24,Noerdange <-> Useldange deux sens ,Noerdange,Useldange,65143.75,91246.97
816,2020-01-17,3,C,0,0,0,0,2,10,28,36,76,61,68,59,38,69,61,62,30,14,11,6,5,3,2,2,643,RIPPWEILER,N12,Reichlange <-> Saeul deux sens ,Reichlange,Saeul,65140.598,91118.45
818,2020-01-17,3,C,0,0,1,0,3,3,22,26,41,39,30,44,20,38,41,37,30,14,16,7,7,3,2,2,426,SAEUL,N12,Tuntange <-> Saeul deux sens ,Tuntange,Saeul,68143.06,87308.63
820,2020-01-17,3,C,0,1,1,0,3,6,16,43,28,21,23,31,28,31,25,34,14,15,12,11,5,4,3,3,358,RIESENHOF,N23,Martelange <-> Koetschette deux sens ,Martelange,Koetschette,54420.99,100762.33
822,2020-01-17,3,C,0,0,0,0,0,1,5,23,16,18,20,16,10,11,14,14,14,6,2,0,0,0,0,0,170,GROSBOUS,N12,Grosbous <-> Hierheck deux sens ,Grosbous,Hierheck,65234.676,99642.78
902,2020-01-17,3,C,1,0,1,1,2,9,23,33,28,26,26,21,21,19,28,27,25,25,10,7,0,1,1,1,336,CLERVAUX,N18,Marnach <-> Antoniushof deux sens ,Marnach,Antoniushof,69742.12,124931.14
905,2020-01-17,3,C,1,0,1,4,6,19,38,59,78,69,72,73,57,61,60,46,42,29,12,16,10,8,5,3,769,NIEDERFEULEN,N15,Feulen <-> Ettelbruck deux sens ,Feulen,Ettelbruck,72442.53,101794.555
908,2020-01-17,3,C,1,3,0,1,8,19,52,58,54,57,51,42,28,35,40,40,32,28,24,17,14,10,10,5,629,BETTEMBOURG,N13,Bettembourg <-> Fennange deux sens ,Bettembourg,Fennange,74808.01,64802.297
909,2020-01-17,3,C,0,1,0,1,1,10,29,30,37,48,35,40,28,30,25,27,22,15,11,6,7,4,6,2,415,TETANGE,N33,Rumelange <-> Kayl deux sens ,Rumelange,Kayl,70816.64,60129.043
923,2020-01-17,3,C,3,0,1,2,10,13,29,59,49,64,54,55,50,44,43,33,33,21,13,11,7,8,5,1,608,HEISCHTERGRONN,N15,Wiltz <-> Heischtergronn deux sens ,Wiltz,Heischtergronn,64322.06,108502.195
926,2020-01-17,3,C,2,0,0,2,6,17,26,38,48,47,37,38,26,19,38,27,14,18,17,15,12,11,10,7,475,ESCH-ALZETTE,N4,Lallange <-> Esch-Alzette deux sens ,Lallange,Esch-Alzette,66852.0,62961.0
927,2020-01-17,3,C,0,2,3,1,3,2,16,34,48,38,39,35,24,26,31,30,31,15,1,2,1,0,0,0,382,WICKRANGE,N13,Wickrange <-> Pontpierre deux sens ,Wickrange,Pontpierre,69445.73,67176.516
928,2020-01-17,3,C,0,0,0,0,0,7,13,29,20,23,19,20,18,16,23,19,14,10,16,14,9,5,2,3,280,BELVAUX,N31,Belvaux <-> Differdange deux sens ,Belvaux,Differdange,62411.56,64443.49
939,2020-01-17,3,C,5,7,8,15,14,30,97,114,123,135,133,133,115,130,120,99,79,67,31,21,18,7,11,4,1516,HOSINGEN,N7,Dorscheid <-> Hosingen deux sens ,Dorscheid,Hosingen,74532.484,120637.63
941,2020-01-17,3,C,0,0,0,1,2,12,22,32,42,28,32,37,29,27,31,26,34,14,11,2,2,2,2,2,390,ALLERBORN,N20,Féitsch <-> Allerborn deux sens ,Féitsch,Allerborn,59769.207,122546.0
942,2020-01-17,3,C,1,0,0,4,4,13,24,47,60,43,57,59,37,46,48,30,46,22,13,4,3,5,2,3,571,HAMIVILLE,N12,Hamiville <-> Féitsch deux sens ,Hamiville,Féitsch,60364.152,123320.05
943,2020-01-17,3,C,1,2,0,1,4,3,25,30,52,44,50,56,32,55,40,40,30,21,13,13,6,3,2,3,526,MAISON SCHUMAN,N26,Wiltz <-> Maison Schuman deux sens ,Wiltz,Maison Schuman,59479.574,112602.12
944,2020-01-17,3,C,1,1,0,5,2,5,18,31,36,32,32,31,28,26,30,18,22,14,11,4,3,0,0,2,352,EMESCHBAACH,N12,Asselborn <-> Antoniushaff deux sens ,Asselborn,Antoniushaff,64769.258,128659.93
947,2020-01-17,3,C,2,1,2,1,7,18,36,33,45,52,47,33,29,36,33,38,26,23,17,17,7,0,2,1,506,HULDANGE,N7,Belgique <-> Wemperhardt deux sens ,Belgique,Wemperhardt,69818.516,137313.02
1111,2020-01-17,3,C,0,0,0,0,2,9,16,25,26,14,15,20,17,15,17,11,15,8,12,6,4,4,4,2,242,ECHTERNACH,N10,Echternach <-> Bollendorf deux sens ,Echternach,Bollendorf,96674.516,98391.53
1113,2020-01-17,3,C,0,0,1,0,0,0,4,3,9,11,15,13,6,7,5,6,8,9,0,0,0,1,0,0,98,CHRISTNACH,CR118,Christnach <-> Consdorf deux sens ,Christnach,Consdorf,87978.6,94792.87
1114,2020-01-17,3,C,0,0,0,0,1,2,9,10,10,12,17,10,10,6,10,7,10,3,3,3,2,0,0,0,125,PAFEBIERG,CR141,Osweiler <-> Mompach deux sens ,Osweiler,Mompach,100631.55,93911.984
1117,2020-01-17,3,C,1,5,3,8,13,21,40,70,84,57,60,65,54,56,38,46,32,30,22,22,8,3,4,1,743,ECHTERNACH,N11,Echternach <-> Luxembourg deux sens ,Echternach,Luxembourg,97290.05,96950.62
1119,2020-01-17,3,C,1,1,0,0,1,5,9,30,20,18,16,23,18,20,14,16,17,5,4,5,2,3,3,1,232,STEINHEIM,N10,Echternach <-> Wasserbillig deux sens ,Echternach,Wasserbillig,101849.56,98546.32
1202,2020-01-17,3,C,1,1,2,0,1,5,13,39,22,22,25,23,18,17,17,28,17,14,15,9,6,7,4,4,310,JUNGLINSTER,N11,Junglinster <-> Gonderange deux sens ,Junglinster,Gonderange,85771.23,85499.0
1204,2020-01-17,3,C,6,4,5,7,15,22,74,89,110,87,88,86,62,72,66,60,45,26,22,17,13,8,9,6,999,GONDERANGE,N11,Gonderange <-> Junglinster deux sens ,Gonderange,Junglinster,85287.734,84159.34
1207,2020-01-17,3,C,0,0,3,0,0,5,18,36,25,20,22,19,10,12,15,18,17,12,10,12,3,4,6,3,270,JUNGLINSTER,N11,Graulinster <-> Junglinster deux sens ,Graulinster,Junglinster,87152.0,87021.0
1208,2020-01-17,3,C,1,0,2,0,1,4,13,19,21,19,26,21,10,10,17,16,11,10,5,7,5,2,5,1,226,JUNGLINSTER,CR121,Junglinster <-> Blumenthal deux sens ,Junglinster,Blumenthal,87126.0,87227.0
1209,2020-01-17,3,C,4,2,3,7,12,15,46,65,87,71,71,75,63,61,56,48,35,22,12,10,6,6,5,3,785,JUNGLINSTER,N11,Junglinster <-> Gonderange deux sens ,Junglinster,Gonderange,85689.0,85250.0
1210,2020-01-17,3,C,4,3,3,7,14,16,64,87,102,74,79,75,58,61,56,39,36,37,21,17,9,7,8,4,881,JUNGLINSTER,N11,Gonderange <-> Graulinster deux sens ,Gonderange,Graulinster,86181.0,85345.0
1211,2020-01-17,3,C,0,0,0,0,0,2,3,9,10,8,8,8,9,6,8,3,5,4,0,1,2,1,1,1,89,GODBRANGE,CR129,Junglinster <-> Godbrange deux sens ,Junglinster,Godbrange,84952.0,88911.0
1223,2020-01-17,3,C,0,1,0,0,2,4,27,44,34,33,26,37,27,39,27,41,33,17,16,10,7,4,4,3,436,MACHTUM,N10,Grevenmacher <-> Remich deux sens ,Grevenmacher,Remich,98652.9,81359.82
1229,2020-01-17,3,C,0,0,0,0,1,5,15,23,21,20,20,19,15,16,18,18,16,9,7,3,0,1,1,0,228,BIWER,N14,Wecker <-> Boudlerbach deux sens ,Wecker,Boudlerbach,94591.47,85866.375
1230,2020-01-17,3,C,1,1,17,7,4,1,14,53,33,38,32,36,22,23,27,29,27,18,15,10,7,3,4,1,423,NIEDERANVEN,N1,Niederanven <-> Senningerberg deux sens ,Niederanven,Senningerberg,85068.016,79222.9
1231,2020-01-17,3,C,0,3,2,1,2,5,12,30,24,23,24,25,12,21,15,19,19,15,7,10,6,4,4,1,284,BERG,N1,Wecker <-> Roodt-sur-Syre deux sens ,Wecker,Roodt-sur-Syre,93813.984,83089.69
1232,2020-01-17,3,C,1,1,3,4,5,10,39,58,62,58,59,45,32,39,44,37,29,25,15,11,5,8,4,1,595,GREVENMACHER,N1,Grevenmacher <-> Potaschberg A1 deux sens ,Grevenmacher,Potaschberg A1,99073.95,82634.05
1250,2020-01-17,3,C,1,1,0,0,1,5,14,25,20,21,24,25,16,10,5,17,8,6,4,2,3,3,3,1,215,MOERSDORF,N10,Wasserbillig <-> Born deux sens ,Wasserbillig,Born,104024.4,89718.56
1300,2020-01-17,3,C,17,7,14,13,30,62,118,173,192,214,219,170,145,148,152,145,112,70,42,27,15,16,17,11,2129,LORENTZWEILER,A7,Mersch <-> Luxembourg deux sens ,Mersch,Luxembourg,76556.0,85983.0
1314,2020-01-17,3,C,0,0,2,1,0,8,13,24,30,21,23,15,16,26,20,23,20,13,13,2,3,3,1,1,278,DALHEIM,N13,Filsdorf <-> Bous deux sens ,Filsdorf,Bous,86768.91,67154.63
1410,2020-01-17,3,C,190,211,163,203,359,595,786,673,725,692,764,747,753,891,730,702,586,641,395,431,383,300,275,252,12447,BETTEMBOURG,A3,Croix de Bettembourg <-> Luxembourg deux sens ,Croix de Bettembourg,Luxembourg,76227.07,64532.98
1414,2020-01-17,3,C,102,95,77,122,248,818,301,262,560,836,862,1005,1157,1357,1288,1204,1058,976,909,770,550,512,398,246,15713,FRANCE Frontière,A3,France <-> Luxembourg deux sens ,France,Luxembourg,76415.195,60861.355
1430,2020-01-17,3,C,70,75,81,79,127,208,251,272,266,298,295,279,300,274,291,242,220,238,215,169,125,104,95,72,4646,POTASCHBIERG,A1,Aire de Wasserbillig <-> Echangeur Munsbach deux sens ,Aire de Wasserbillig,Echangeur Munsbach,98204.266,83303.73
1432,2020-01-17,3,C,37,43,43,38,0,121,156,180,159,150,142,136,144,155,160,141,107,120,0,90,66,51,54,54,2347,ALLEMAGNE Frontière,A1,Allemagne <-> Luxembourg deux sens ,Allemagne,Luxembourg,103675.21,88574.78
1433,2020-01-17,3,C,76,67,78,93,141,194,267,319,341,355,314,311,293,288,315,285,238,249,241,166,159,111,89,74,5064,FINDEL,A1,Muensbach <-> Senningerberg deux sens ,Muensbach,Senningerberg,84816.99,78195.62
1441,2020-01-17,3,C,16,8,15,28,74,170,265,377,386,406,457,421,482,542,475,394,366,230,146,85,68,64,76,56,5607,AESSEN,A13,Sanem <-> Lankelz deux sens ,Sanem,Lankelz,63022.316,66426.78
1448,2020-01-17,3,C,38,30,35,37,65,119,166,205,178,176,161,178,162,169,204,225,217,175,142,105,68,52,45,40,2992,TUNNEL MARKUSBIERG,A13,Allemagne <-> Frisange deux sens ,Allemagne,Frisange,94038.67,60374.227
1483,2020-01-17,3,C,16,7,14,13,28,53,82,125,143,160,174,154,142,186,137,139,101,68,65,27,13,17,15,9,1888,LORENTZWEILER échangeur,A7,T. Grouft <-> T. Gosseldange deux sens ,T. Grouft,T. Gosseldange,77829.83,85801.0
1486,2020-01-17,3,C,18,11,18,19,42,82,223,307,320,266,262,281,261,361,270,269,173,108,79,55,37,26,28,19,3535,GRENGEWALD,A7,Ech. Waldhof <-> Ech. Kirchberg deux sens ,Ech. Waldhof,Ech. Kirchberg,81368.125,79165.42
1487,2020-01-17,3,C,16,9,11,10,27,54,99,130,156,176,174,167,129,130,139,117,85,59,45,24,20,13,17,12,1819,STAFFELSTEIN,A7,Ech. Waldhof <-> Ech. Lorentzweiler deux sens ,Ech. Waldhof,Ech. Lorentzweiler,80637.51,80313.8
17563,2020-01-17,3,C,3,0,0,1,5,12,7,10,7,5,8,10,3,13,10,11,10,11,11,13,5,2,2,4,163,BELVAUX,B40,France <-> Esch deux sens ,France,Esch,63849.78,63148.72
2,2020-02-01,3,C,4,2,7,7,5,8,12,12,25,11,6,14,7,12,7,9,6,2,18,8,2,3,1,2,190,WEMPERHARDT Frontière,N12,Belgique <-> Wemperhardt deux sens ,Belgique,Wemperhardt,71763.83,135930.69
7,2020-02-01,3,C,3,0,0,1,4,2,4,8,12,7,5,4,8,6,12,11,4,7,6,5,6,0,0,0,115,WASSERBILLIG Frontière,N1,Allemagne <-> Wasserbillig deux sens ,Allemagne,Wasserbillig,104390.6,86705.04
10,2020-02-01,3,C,4,2,0,4,1,2,8,6,11,20,14,10,10,6,4,17,9,9,4,0,3,1,1,0,146,REMICH Frontière,N2,Allemagne <-> Remich deux sens ,Allemagne,Remich,94650.09,67632.38
11,2020-02-01,3,C,0,0,0,0,1,1,1,1,1,2,5,3,2,2,1,0,7,4,2,1,14,0,1,0,49,WORMELDANGE Frontière,CR122B,Wormeldange <-> Allemagne deux sens ,Wormeldange,Allemagne,96998.64,74772.195
12,2020-02-01,3,C,0,1,1,0,4,6,2,5,6,6,4,9,8,4,3,1,2,4,2,0,4,0,0,1,73,SCHENGEN Frontière,N10,Allemagne <-> Schengen deux sens ,Allemagne,Schengen,94452.04,59671.875
15,2020-02-01,3,C,0,0,0,0,0,0,0,1,2,0,1,2,2,0,0,0,3,1,0,2,0,0,0,1,15,DUDELANGE Frontière,CR184,France <-> Luxembourg deux sens ,France,Luxembourg,73685.16,58403.06
16,2020-02-01,3,C,0,0,0,0,0,3,3,4,5,6,6,5,5,8,6,7,7,3,6,4,7,4,3,1,93,ESCH-ALZETTE Frontière,N4,France <-> Esch/Alzette deux sens ,France,Esch/Alzette,65661.805,61457.156
18,2020-02-01,3,C,32,23,6,42,34,69,63,66,61,84,67,56,57,44,40,51,49,43,31,18,16,25,12,4,993,RODANGE Frontière Belgique,N5F,Belgique <-> Rodange deux sens ,Belgique,Rodange,54827.676,68064.97
20,2020-02-01,3,C,2,0,0,0,0,0,0,0,0,1,0,4,1,2,4,2,3,1,2,0,0,1,0,0,23,STEINFORT Frontière,N6,Belgique <-> Steinfort deux sens ,Belgique,Steinfort,60990.77,80497.3
21,2020-02-01,3,C,6,0,1,4,5,12,17,17,22,20,23,18,21,11,15,11,19,13,7,10,8,7,6,4,277,CAP,N6,Windhof <-> Capellen deux sens ,Windhof,Capellen,65806.37,79096.31
24,2020-02-01,3,C,2,3,4,2,3,4,7,13,15,21,9,11,15,11,6,9,7,9,11,9,6,5,6,4,192,RODANGE,N5,France <-> Rodange deux sens ,France,Rodange,55248.91,68011.25
25,2020-02-01,3,C,3,0,2,0,2,4,3,3,7,5,6,6,7,4,7,7,11,6,5,1,8,0,0,1,98,PETANGE,N5b,Pétange <-> Athus deux sens ,Pétange,Athus,57345.37,69400.0
26,2020-02-01,3,C,12,9,4,10,23,34,51,54,37,41,34,24,32,22,19,28,28,16,16,17,9,12,2,9,543,PETANGE,N31,Lamadelaine <-> Biff deux sens ,Lamadelaine,Biff,58072.58,69260.56
27,2020-02-01,3,C,0,0,0,0,0,0,0,0,3,1,0,4,2,1,4,0,3,1,1,11,0,0,0,0,31,VIANDEN Frontière,N17A,Allemagne <-> Luxembourg deux sens ,Allemagne,Luxembourg,84055.21,110409.38
29,2020-02-01,3,C,3,6,7,5,4,6,2,5,8,15,8,7,9,10,8,7,7,8,9,3,11,1,1,1,151,GREVENMACHER Frontière,N10A,Allemagne <-> Grevenmacher deux sens ,Allemagne,Grevenmacher,99794.3,82493.125
30,2020-02-01,3,C,1,1,0,2,1,4,6,13,18,13,13,5,14,5,2,4,9,4,0,2,2,1,2,1,123,FRISANGE Frontière,N3,France <-> Frisange deux sens ,France,Frisange,81513.98,64407.594
58,2020-02-01,3,C,0,0,1,0,0,0,2,3,3,3,5,6,1,1,4,1,4,2,0,1,6,1,0,0,44,FRISANGE,N3,Frisange <-> France deux sens ,Frisange,France,81808.0,63523.0
202,2020-02-01,3,C,2,1,2,1,3,4,10,20,16,24,13,18,11,10,6,7,8,7,6,22,4,3,1,2,201,QUATRE-VENTS,N12,Dondelange <-> Quatre-Vents deux sens ,Dondelange,Quatre-Vents,70927.0,82759.0
203,2020-02-01,3,C,5,1,1,2,0,2,5,13,4,7,9,8,7,5,8,3,5,8,5,7,7,3,1,2,118,QUATRE-VENTS,N12,Kopstal <-> Quatre-Vents deux sens ,Kopstal,Quatre-Vents,71158.0,82433.0
291,2020-02-01,3,C,3,2,2,2,1,0,3,5,5,4,5,4,4,4,5,5,4,4,3,5,3,5,4,6,88,Belvaux,CR191a,Belvaux <-> Esch-Belval deux sens ,Belvaux,Esch-Belval,63394.766,62919.67
304,2020-02-01,3,C,11,4,2,4,5,15,20,23,20,21,22,20,14,18,10,11,10,16,11,67,21,5,5,6,361,SPRINKANGE,N5,Schouweiler <-> Dippach deux sens ,Schouweiler,Dippach,65600.78,72448.55
326,2020-02-01,3,C,0,1,0,1,0,6,15,8,9,14,12,10,15,8,13,10,10,12,7,9,10,3,3,2,178,FRISANGE,N13,Aspelt <-> Frisange deux sens ,Aspelt,Frisange,82407.0,64695.0
327,2020-02-01,3,C,1,2,2,1,0,4,6,7,5,5,11,10,7,6,6,5,5,3,3,3,8,0,1,0,101,HELLANGE,N13,Rond-point Hellange <-> Hellange deux sens ,Rond-point Hellange,Hellange,77896.0,63437.0
345,2020-02-01,3,C,1,0,1,1,5,2,5,5,11,9,8,12,9,9,7,7,7,5,7,2,4,4,3,1,125,BETTEMBOURG,N31,Bettembourg <-> Luxembourg deux sens ,Bettembourg,Luxembourg,75075.93,65482.97
390,2020-02-01,3,C,3,2,1,3,0,2,12,19,11,10,14,10,11,11,9,8,13,12,8,7,9,4,4,3,186,SIEWEBUREN,N12,Siewebueren <-> Bridel deux sens ,Siewebueren,Bridel,74099.87,77610.51
400,2020-02-01,3,C,16,6,9,12,2,15,24,29,25,20,15,19,25,24,15,20,21,18,19,21,15,16,18,17,421,BONNEVOIE,N2,Pulvermuehl/Hamm <-> Luxembourg Gare deux sens ,Pulvermuehl/Hamm,Luxembourg Gare,78434.0,74849.0
401,2020-02-01,3,C,3,7,2,3,4,7,13,17,20,18,17,18,17,15,21,12,16,17,15,14,12,6,8,5,287,HEISDORF,N7,Bofferdange <-> Helmsange deux sens ,Bofferdange,Helmsange,77717.0,82009.0
403,2020-02-01,3,C,1,1,3,4,5,6,11,12,11,12,13,10,9,12,15,9,14,9,6,6,8,4,5,5,191,DOMMELDANGE,N11,Waldhof <-> Eich deux sens ,Waldhof,Eich,78558.0,78125.0
405,2020-02-01,3,C,6,3,1,3,1,3,13,23,14,15,18,12,15,15,12,11,14,16,13,13,12,6,6,5,250,KOPSTAL,N12,Kopstal <-> Luxembourg deux sens ,Kopstal,Luxembourg,73041.125,80599.945
406,2020-02-01,3,C,0,2,7,4,7,4,8,7,11,14,12,10,5,8,5,6,5,5,3,2,2,0,0,1,128,SCHOENFELS,CR102,Mersch <-> Schoenfels deux sens ,Mersch,Schoenfels,74880.55,88877.625
413,2020-02-01,3,C,7,5,4,6,10,19,21,25,24,18,20,31,18,17,19,16,20,20,16,28,16,12,11,7,390,MAMER ,N6,Mamer <-> Strassen deux sens ,Mamer,Strassen,70278.65,76882.81
414,2020-02-01,3,C,3,0,4,3,4,10,12,23,22,31,22,24,13,7,11,12,12,10,10,8,12,4,4,5,266,KEHLEN,CR102,Kehlen <-> Quatre-Vents deux sens ,Kehlen,Quatre-Vents,70521.94,81870.375
415,2020-02-01,3,C,0,0,0,0,2,9,3,7,12,4,11,5,8,1,4,5,1,2,0,1,9,0,0,0,84,BIERGERKRAIZ,CR181,Bereldange <-> Biergerkraiz deux sens ,Bereldange,Biergerkraiz,75254.0,79109.0
416,2020-02-01,3,C,1,2,0,0,3,6,11,19,13,7,18,11,8,5,5,6,6,2,6,2,6,0,1,1,139,BRIDEL,CR181,Bridel <-> Strassen deux sens ,Bridel,Strassen,73359.48,79379.484
417,2020-02-01,3,C,0,1,5,1,4,3,4,4,8,8,6,6,4,3,3,4,3,2,1,23,36,0,0,1,130,KEISPELT,CR102,Schoenfels <-> Keispelt deux sens ,Schoenfels,Keispelt,73021.0,84742.0
419,2020-02-01,3,C,0,0,0,1,1,0,0,2,1,2,4,2,2,5,2,2,2,4,2,1,0,0,0,0,33,KOPSTAL,CR101,Schoenfels <-> Kopstal deux sens ,Schoenfels,Kopstal,73115.695,81557.31
420,2020-02-01,3,C,3,2,0,4,5,8,9,13,10,7,12,19,3,4,1,0,3,6,6,7,4,3,0,5,134,BERTRANGE,N34,Bertrange <-> Z.I. Bourmicht deux sens ,Bertrange,Z.I. Bourmicht,72823.914,75351.734
421,2020-02-01,3,C,0,0,0,0,0,1,0,0,1,1,1,0,0,2,0,0,0,1,0,1,2,0,1,1,12,KOPSTAL,CR101,Kopstal <-> Mamer deux sens ,Kopstal,Mamer,72678.195,80365.27
422,2020-02-01,3,C,0,0,0,0,0,0,0,0,1,0,3,1,3,0,2,3,2,0,0,0,4,1,0,0,20,ITZIG,CR159,Itzig <-> Sandweiler deux sens ,Itzig,Sandweiler,80435.78,72686.32
423,2020-02-01,3,C,0,0,0,0,0,1,3,2,3,8,5,4,10,5,1,0,1,0,0,0,8,2,1,1,55,CONTERN,CR226,Itzig <-> Contern deux sens ,Itzig,Contern,83415.41,72685.97
424,2020-02-01,3,C,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,3,1,0,0,0,0,0,1,10,CONTERN,CR226,Syren <-> Contern deux sens ,Syren,Contern,84006.48,71656.95
425,2020-02-01,3,C,5,1,1,3,3,5,9,9,8,6,6,5,3,7,8,13,13,5,5,3,9,5,3,4,139,MUNSBACH,CR132,Munsbach <-> Niederanven deux sens ,Munsbach,Niederanven,87232.05,78007.11
426,2020-02-01,3,C,3,1,1,1,2,5,11,12,11,8,15,7,13,11,10,12,9,11,9,8,8,7,7,7,189,SENNINGERBERG,CR126,Senningerberg <-> Findel deux sens ,Senningerberg,Findel,84038.0,79207.0
427,2020-02-01,3,C,0,0,0,0,0,0,0,4,3,1,2,3,1,1,2,2,1,0,0,1,0,0,1,0,22,WALDHOF,CR126,Waldhof <-> Rammeldange deux sens ,Waldhof,Rammeldange,82162.39,80430.805
432,2020-02-01,3,C,1,2,2,1,3,6,13,10,11,13,11,12,14,12,13,11,13,11,13,13,18,7,7,5,222,SANDWEILER,N2,Moutfort <-> Hamm deux sens ,Moutfort,Hamm,83141.0,75772.0
433,2020-02-01,3,C,5,5,5,4,7,10,6,14,14,14,17,12,9,11,10,13,14,8,4,4,7,5,4,6,208,SANDWEILER,N2,Oetrange <-> Hamm deux sens ,Oetrange,Hamm,84370.26,74929.016
446,2020-02-01,3,C,1,1,1,2,4,6,18,31,23,20,21,18,24,14,11,12,12,17,11,12,5,5,5,3,277,SCHLAMMESTE,N3,Frisange <-> Alzingen deux sens ,Frisange,Alzingen,80616.65,67187.47
448,2020-02-01,3,C,1,0,0,1,6,6,9,9,15,12,17,11,10,11,13,16,15,12,15,16,6,6,6,4,217,SELZ,N17,Tandel <-> Bleesbréck deux sens ,Tandel,Bleesbréck,81468.414,104916.64
449,2020-02-01,3,C,3,3,0,5,10,13,24,25,23,26,26,24,22,20,29,25,24,20,24,33,13,13,15,6,426,BLEESBRECK,N17,Bleesbréck <-> Diekirch deux sens ,Bleesbréck,Diekirch,81229.69,104020.695
450,2020-02-01,3,C,2,3,0,3,3,6,11,9,10,14,13,12,11,13,15,13,11,11,11,19,5,6,9,3,213,BLEESBRECK,N19,Reisdorf <-> Bleesbréck deux sens ,Reisdorf,Bleesbréck,81692.11,104206.2
