,POSTE_ID,DATECOM,DIRECTION,VEHICULE,P00_01,P01_02,P02_03,P03_04,P04_05,P05_06,P06_07,P07_08,P08_09,P09_10,P10_11,P11_12,P12_13,P13_14,P14_15,P15_16,P16_17,P17_18,P18_19,P19_20,P20_21,P21_22,P22_23,P23_24,SUM_TRAF,LOCALITE,ROUTE,SENS,D1,D2,COORD_X,COORD_Y,MORNING_HOURS,EVENING_HOURS
771,422,2020-01-16,3,C,2,0,0,0,2,1,2,11,9,14,19,15,16,12,11,15,14,13,0,6,3,0,1,1,167,ITZIG,CR159,Itzig <-> Sandweiler deux sens ,Itzig,Sandweiler,80435.78,72686.32,34,27
772,423,2020-01-16,3,C,1,0,0,0,2,9,30,32,34,42,36,34,26,38,46,42,29,15,15,4,6,3,2,0,446,CONTERN,CR226,Itzig <-> Contern deux sens ,Itzig,Contern,83415.41,72685.97,108,59
773,424,2020-01-16,3,C,0,1,0,0,1,0,2,9,8,1,4,5,4,1,1,1,2,0,0,0,1,0,0,0,41,CONTERN,CR226,Syren <-> Contern deux sens ,Syren,Contern,84006.48,71656.95,18,2
774,425,2020-01-16,3,C,4,0,1,0,2,9,18,31,35,27,26,32,31,22,29,31,26,15,8,6,10,5,4,8,380,MUNSBACH,CR132,Munsbach <-> Niederanven deux sens ,Munsbach,Niederanven,87232.05,78007.11,93,49
775,426,2020-01-16,3,C,5,1,0,0,4,11,21,48,34,40,37,34,28,38,33,27,23,23,20,18,10,10,8,8,481,SENNINGERBERG,CR126,Senningerberg <-> Findel deux sens ,Senningerberg,Findel,84038.0,79207.0,122,66
776,427,2020-01-16,3,C,0,0,0,0,0,1,4,30,18,33,26,25,15,28,17,22,8,2,0,0,0,0,0,0,229,WALDHOF,CR126,Waldhof <-> Rammeldange deux sens ,Waldhof,Rammeldange,82162.39,80430.805,81,10
777,432,2020-01-16,3,C,2,0,0,2,1,4,24,63,45,36,36,44,32,32,36,30,24,27,17,18,13,8,8,7,509,SANDWEILER,N2,Moutfort <-> Hamm deux sens ,Moutfort,Hamm,83141.0,75772.0,144,68
778,433,2020-01-16,3,C,4,3,3,5,9,20,41,57,81,80,74,68,87,93,71,71,57,41,32,17,17,12,10,4,957,SANDWEILER,N2,Oetrange <-> Hamm deux sens ,Oetrange,Hamm,84370.26,74929.016,218,130
779,446,2020-01-16,3,C,1,1,1,0,7,15,46,83,67,50,45,41,46,55,70,63,56,39,41,30,14,10,11,4,796,SCHLAMMESTE,N3,Frisange <-> Alzingen deux sens ,Frisange,Alzingen,80616.65,67187.47,200,136
780,448,2020-01-16,3,C,1,0,0,3,4,8,25,25,41,33,28,29,27,34,35,27,27,17,10,11,6,5,6,3,405,SELZ,N17,Tandel <-> Bleesbréck deux sens ,Tandel,Bleesbréck,81468.414,104916.64,99,54
781,449,2020-01-16,3,C,2,1,1,3,12,19,38,55,74,70,51,59,67,73,59,69,51,30,28,29,14,10,14,7,836,BLEESBRECK,N17,Bleesbréck <-> Diekirch deux sens ,Bleesbréck,Diekirch,81229.69,104020.695,199,109
782,450,2020-01-16,3,C,1,1,1,0,8,11,18,40,45,45,31,37,40,48,50,43,30,16,18,16,8,5,7,3,522,BLEESBRECK,N19,Reisdorf <-> Bleesbréck deux sens ,Reisdorf,Bleesbréck,81692.11,104206.2,130,64
783,452,2020-01-16,3,C,0,0,1,2,4,13,11,32,34,57,39,37,35,40,51,37,28,13,8,8,1,3,1,1,456,FRIDHAFF,N7,Fridhaff <-> Diekirch deux sens ,Fridhaff,Diekirch,78950.55,104686.45,123,49
784,453,2020-01-16,3,C,5,6,9,11,25,30,82,116,128,145,148,137,131,162,140,142,110,55,34,24,15,9,7,8,1679,FRIDHAFF,N27A,Fridhaff <-> Ettelbruck deux sens ,Fridhaff,Ettelbruck,77553.01,105087.97,389,199
785,454,2020-01-16,3,C,7,6,7,13,27,37,103,116,134,127,130,123,117,131,159,136,153,112,64,34,26,14,12,11,1799,FRIDHAFF,N7,Hoscheid <-> Fridhaff deux sens ,Hoscheid,Fridhaff,77637.0,106186.0,377,329
786,455,2020-01-16,3,C,0,0,0,0,0,0,0,4,1,2,3,3,4,6,6,3,0,3,1,3,1,0,0,0,40,MUELLENDORF,CR123,Muellendorf <-> Huensdorf deux sens ,Muellendorf,Huensdorf,77294.0,83437.0,7,4
787,456,2020-01-16,3,C,2,0,0,0,1,6,11,33,21,21,24,25,25,26,21,17,9,15,17,14,10,8,7,5,318,HEISDORF,CR124,Heisdorf <-> Muellendorf deux sens ,Heisdorf,Muellendorf,77493.0,82563.0,75,41
788,457,2020-01-16,3,C,1,0,0,0,1,6,9,15,13,11,9,13,16,13,12,12,7,14,9,10,12,6,1,0,190,BERELDANGE,CR123,Bereldange <-> Steinsel deux sens ,Bereldange,Steinsel,76733.0,80795.0,39,30
789,458,2020-01-16,3,C,0,0,0,0,1,0,1,3,0,3,2,2,1,1,2,5,2,0,0,1,0,0,0,0,24,HELMSANGE,CR125,Staffelstein <-> Helmsange deux sens ,Staffelstein,Helmsange,78296.0,80609.0,6,2
790,459,2020-01-16,3,C,5,1,2,0,4,17,52,38,32,13,13,20,26,22,23,27,24,15,23,14,9,8,5,5,398,CANACH,CR144,Oetrange <-> Canach deux sens ,Oetrange,Canach,90560.0,74802.0,83,62
791,460,2020-01-16,3,C,0,0,0,0,0,0,0,4,1,2,3,1,3,3,1,3,6,4,2,1,0,0,0,1,35,OETRANGE-BOUS,N28,Bous <-> Oetrange deux sens ,Bous,Oetrange,89401.55,71297.25,7,12
792,463,2020-01-16,3,C,1,1,1,2,5,15,59,65,63,54,54,54,48,45,59,50,41,23,25,14,13,6,7,2,707,ELLANGE,N16,Mondorf (A13) <-> Ellange deux sens ,Mondorf (A13),Ellange,89819.75,64515.914,182,89
793,464,2020-01-16,3,C,1,0,1,0,0,6,8,18,12,11,17,14,13,13,9,13,11,4,4,4,2,3,2,0,166,SCHENGEN Giratoire,N10,Remich <-> Schengen deux sens ,Remich,Schengen,94124.73,60879.266,41,19
794,465,2020-01-16,3,C,0,0,0,0,0,9,12,14,24,25,21,20,21,22,17,17,25,16,6,10,7,1,2,1,270,SCHENGEN Giratoire,CR152,Schengen <-> Remerschen deux sens ,Schengen,Remerschen,93907.336,60955.94,63,47
795,469,2020-01-16,3,C,12,15,12,24,44,40,78,86,105,107,128,110,106,132,107,89,66,53,32,19,20,24,21,18,1448,WINDHOF,N13,Windhof <-> Garnich (A6) deux sens ,Windhof,Garnich (A6),64673.805,78754.23,298,151
796,470,2020-01-16,3,C,3,2,1,4,11,6,21,38,62,51,63,39,34,49,42,49,29,29,16,7,8,5,4,2,575,GARNICH,N13,Windhof A6 <-> Garnich deux sens ,Windhof A6,Garnich,64367.84,76355.555,151,74
797,473,2020-01-16,3,C,1,1,2,6,6,15,39,54,49,60,66,55,53,74,46,48,28,31,22,9,4,2,4,4,679,BOUS,N2,Remich <-> Bous deux sens ,Remich,Bous,91325.17,68727.45,163,81
798,474,2020-01-16,3,C,0,2,0,1,5,7,17,33,32,29,26,29,29,27,35,32,23,11,11,5,6,2,1,1,364,HETTERMILLEN,N10,Ehnen <-> Hettermillen deux sens ,Ehnen,Hettermillen,94853.0,72820.0,94,45
799,479,2020-01-16,3,C,0,1,1,2,6,14,38,67,65,63,68,57,56,72,53,52,40,34,22,16,9,6,7,4,753,TRINTANGE,N2,Assel <-> Moutfort deux sens ,Assel,Moutfort,88217.68,70739.516,195,96
800,481,2020-01-16,3,C,4,3,1,0,4,6,11,25,30,20,17,18,19,21,16,15,14,10,5,8,12,8,8,4,279,OETRANGE,N28,Sandweiler <-> Oetrange deux sens ,Sandweiler,Oetrange,86217.73,74027.78,75,29
801,483,2020-01-16,3,C,0,0,0,0,2,7,24,52,38,8,42,34,24,39,31,39,37,14,18,13,6,5,3,3,439,ASPELT,N16,Mondorf <-> Aspelt deux sens ,Mondorf,Aspelt,84357.21,64987.043,98,69
802,484,2020-01-16,3,C,1,0,2,1,0,5,9,26,18,19,19,19,22,25,31,23,16,19,12,7,2,0,4,0,280,HELLANGE,N13,Hellange <-> Frisange deux sens ,Hellange,Frisange,79224.34,63937.664,63,47
803,485,2020-01-16,3,C,1,0,0,1,2,9,17,25,19,17,19,13,16,11,14,25,18,21,18,13,4,2,2,2,269,DUDELANGE-KAYL,N31,Kayl <-> Dudelange deux sens ,Kayl,Dudelange,72739.43,61260.1,61,57
804,486,2020-01-16,3,C,3,0,0,0,4,17,34,38,35,40,47,31,29,22,26,28,16,17,14,24,9,10,9,12,465,ESCH-SUR-ALZETTE,N4,Esch-Belval <-> Esch-Centre deux sens ,Esch-Belval,Esch-Centre,66402.57,61767.566,113,47
805,487,2020-01-16,3,C,0,0,0,2,3,5,34,33,29,25,17,28,21,23,29,33,24,22,13,8,7,5,3,2,366,ESCH-SUR-ALZETTE,N31,Esch-sur-Alzette <-> Kayl-Poteau deux sens ,Esch-sur-Alzette,Kayl-Poteau,67438.54,61933.023,87,59
806,488,2020-01-16,3,C,0,0,0,1,3,6,8,25,18,20,17,19,13,13,17,28,12,18,10,8,4,3,2,2,247,RUMELANGE,N33,Rumelange <-> Kayl-Poteau deux sens ,Rumelange,Kayl-Poteau,68581.734,59217.008,63,40
807,492,2020-01-16,3,C,2,0,0,3,0,8,10,26,23,34,24,26,18,37,38,33,23,7,6,7,4,2,3,3,337,BLUMENTHAL,N14,Graulinster <-> Reuland deux sens ,Graulinster,Reuland,87034.516,90015.64,83,36
808,495,2020-01-16,3,C,1,0,0,0,3,3,30,57,81,78,90,89,57,94,90,73,43,19,13,8,2,1,5,2,839,RECKANGE,N8,Brouch <-> Reckange deux sens ,Brouch,Reckange,73345.1,90757.43,216,75
809,498,2020-01-16,3,C,3,1,0,4,15,14,24,27,40,46,33,36,44,34,36,31,32,21,15,8,1,2,1,1,469,BASCHARAGE,N31,Biff <-> Niedercorn deux sens ,Biff,Niedercorn,60394.312,69204.414,113,68
810,503,2020-01-16,3,C,0,0,0,0,0,0,1,2,4,2,1,1,3,7,3,1,3,1,1,1,0,0,0,0,31,LORENTZWEILER,CR122,Huensdorf <-> Lorentzweiler deux sens ,Huensdorf,Lorentzweiler,77852.89,85039.0,8,5
811,504,2020-01-16,3,C,0,0,0,0,0,0,0,3,9,2,2,3,7,5,5,2,1,4,0,1,0,0,0,0,44,BLASCHETTE,CR122,Blaschette <-> Lorentzweiler deux sens ,Blaschette,Lorentzweiler,79707.0,85291.0,14,5
812,505,2020-01-16,3,C,2,1,0,3,4,19,33,58,76,79,80,75,59,83,75,63,46,40,33,19,25,23,15,26,937,LORENTZWEILER,N7,Lorentzweiler <-> A7 deux sens ,Lorentzweiler,A7,77847.0,85564.0,213,119
813,506,2020-01-16,3,C,0,0,0,0,4,1,2,22,15,13,16,15,14,21,16,14,22,8,3,3,1,1,1,0,192,MERSCH,CR102,Mersch <-> A7 Schoenfels deux sens ,Mersch,A7 Schoenfels,74824.0,89523.0,50,33
814,508,2020-01-16,3,C,3,0,1,1,3,13,20,22,35,23,27,27,22,22,30,20,18,11,9,6,4,1,2,0,320,MERSCH,N8,Mersch <-> A7 deux sens ,Mersch,A7,74645.0,90828.0,80,38
815,509,2020-01-16,3,C,1,0,0,0,4,8,48,77,108,101,109,107,69,103,113,85,53,25,13,10,4,2,3,3,1046,RECKANGE,N8,A7 <-> Reckange deux sens ,A7,Reckange,74281.0,90838.0,286,91
816,510,2020-01-16,3,C,0,0,1,1,3,11,19,51,64,66,61,44,49,57,63,63,41,14,10,7,3,6,4,2,640,LINTGEN,N7,Lintgen <-> A7 deux sens ,Lintgen,A7,77034.0,86861.0,181,65
817,520,2020-01-16,3,C,0,0,0,0,3,11,18,34,43,36,41,28,33,38,41,30,28,16,11,7,4,6,4,2,434,ROLLINGEN,N7,Mersch <-> Lintgen deux sens ,Mersch,Lintgen,76360.086,88875.28,113,55
818,525,2020-01-16,3,C,1,0,1,0,0,2,7,6,16,17,15,19,7,20,15,22,24,8,5,2,5,2,0,0,194,ANGELSBERG,CR118,Larochette <-> Mersch deux sens ,Larochette,Mersch,79535.66,92442.2,39,37
819,602,2020-01-16,3,C,7,5,6,13,19,43,83,69,77,63,70,74,87,93,80,82,66,39,42,35,20,6,6,14,1099,WEISWAMPACH,N7,Wemperhardt <-> Weiswampach deux sens ,Wemperhardt,Weiswampach,72299.13,134843.62,209,147
820,604,2020-01-16,3,C,2,0,2,6,3,15,31,57,47,61,50,44,47,40,42,40,30,31,17,14,5,0,3,2,589,TROISVIERGES,N12,Wilwerdange <-> Asselborn deux sens ,Wilwerdange,Asselborn,68095.63,132528.28,165,78
821,610,2020-01-16,3,C,5,5,7,16,18,37,94,90,123,107,128,105,127,118,129,119,96,58,42,21,22,9,7,12,1495,DICKT,N7,Hosingen <-> Hoscheid deux sens ,Hosingen,Hoscheid,74344.13,114997.33,320,196
822,708,2020-01-16,3,C,1,0,0,1,4,6,19,30,33,24,20,32,27,20,25,23,21,12,12,6,2,2,1,1,322,MERTZIG,N21,Feulen <-> Mertzig deux sens ,Feulen,Mertzig,68947.51,100496.57,87,45
823,710,2020-01-16,3,C,8,6,10,12,27,37,102,131,175,180,180,170,155,177,165,142,118,62,38,23,14,10,12,9,1963,ETTELBRUCK CONT.,B7,Friedhaff <-> Ettelbruck deux sens ,Friedhaff,Ettelbruck,75172.06,100627.21,486,218
824,711,2020-01-16,3,C,0,0,0,0,0,9,19,32,40,47,38,36,29,36,35,27,23,19,9,11,10,5,3,0,428,SCHIEREN,N7,Ettelbruck <-> Colmar deux sens ,Ettelbruck,Colmar,74927.53,100060.695,119,51
825,712,2020-01-16,3,C,0,0,0,0,3,6,10,23,31,23,32,26,29,42,22,22,19,11,8,9,1,2,1,0,320,WARKEN,CR348,Buerden <-> Ettelbruck deux sens ,Buerden,Ettelbruck,74576.27,102224.555,77,38
826,716,2020-01-16,3,C,1,0,0,2,6,19,40,82,57,51,61,54,53,50,64,46,44,34,22,19,9,12,13,3,742,ETTELBRUCK,N7,Ettelbruck <-> Diekirch deux sens ,Ettelbruck,Diekirch,76330.8,101746.24,190,100
827,724,2020-01-16,3,C,0,0,0,2,2,9,17,32,41,41,43,38,37,45,40,39,25,24,9,10,10,6,3,3,476,MEDERNACH-LAROCHETTE,N14,Larochette <-> Medernach deux sens ,Larochette,Medernach,83536.74,96383.305,114,58
828,805,2020-01-16,3,C,0,0,0,0,2,2,11,32,32,32,33,34,25,24,28,40,25,18,18,9,4,1,3,2,375,REDANGE,N22,Reichlange <-> Redange deux sens ,Reichlange,Redange,62433.26,93397.71,96,61
829,807,2020-01-16,3,C,0,0,0,0,3,4,11,49,73,65,62,68,50,65,64,74,42,18,16,11,4,2,3,2,686,REICHLANGE,N12,Reichlange <-> Bettborn deux sens ,Reichlange,Bettborn,62549.984,93523.484,187,76
830,809,2020-01-16,3,C,0,0,0,1,0,2,5,13,13,10,16,16,13,16,14,11,11,6,9,5,3,0,2,1,167,REICHLANGE,N23,Reichlange <-> Rambrouch deux sens ,Reichlange,Rambrouch,62256.12,93684.695,36,26
831,811,2020-01-16,3,C,0,0,3,0,0,4,14,22,13,23,18,20,11,15,9,18,16,11,7,4,3,6,1,1,219,RIPPWEILER,N24,Noerdange <-> Useldange deux sens ,Noerdange,Useldange,64934.914,91119.266,58,34
832,813,2020-01-16,3,C,0,0,3,0,0,3,7,11,11,17,11,13,9,13,11,11,9,6,6,2,2,3,1,0,149,RIPPWEILER,N24,Noerdange <-> Useldange deux sens ,Noerdange,Useldange,65143.75,91246.97,39,21
833,816,2020-01-16,3,C,0,0,0,0,1,7,27,54,55,63,75,65,39,78,67,59,34,11,13,6,3,3,2,2,664,RIPPWEILER,N12,Reichlange <-> Saeul deux sens ,Reichlange,Saeul,65140.598,91118.45,172,58
834,818,2020-01-16,3,C,0,0,0,0,0,3,17,37,29,30,40,32,25,35,52,32,24,11,12,7,5,3,3,1,398,SAEUL,N12,Tuntange <-> Saeul deux sens ,Tuntange,Saeul,68143.06,87308.63,96,47
835,820,2020-01-16,3,C,0,0,0,1,3,7,16,34,37,19,29,28,30,37,33,29,23,16,8,7,4,2,1,3,367,RIESENHOF,N23,Martelange <-> Koetschette deux sens ,Martelange,Koetschette,54420.99,100762.33,90,47
836,822,2020-01-16,3,C,0,0,0,0,1,2,1,13,23,23,14,23,13,9,11,15,23,10,4,3,0,0,1,0,189,GROSBOUS,N12,Grosbous <-> Hierheck deux sens ,Grosbous,Hierheck,65234.676,99642.78,59,37
837,902,2020-01-16,3,C,1,0,1,3,2,10,30,35,28,23,29,25,25,25,25,36,22,20,10,4,0,0,1,0,355,CLERVAUX,N18,Marnach <-> Antoniushof deux sens ,Marnach,Antoniushof,69742.12,124931.14,86,52
838,905,2020-01-16,3,C,3,0,1,3,6,22,33,54,80,77,64,63,61,56,59,56,55,30,16,13,7,8,7,2,776,NIEDERFEULEN,N15,Feulen <-> Ettelbruck deux sens ,Feulen,Ettelbruck,72442.53,101794.555,211,101
839,908,2020-01-16,3,C,2,1,0,1,11,23,46,45,48,44,37,43,37,49,43,39,41,30,27,25,16,12,10,5,635,BETTEMBOURG,N13,Bettembourg <-> Fennange deux sens ,Bettembourg,Fennange,74808.01,64802.297,137,98
840,909,2020-01-16,3,C,1,0,0,1,3,11,24,33,33,33,36,43,38,27,27,32,37,13,16,7,5,3,3,2,428,TETANGE,N33,Rumelange <-> Kayl deux sens ,Rumelange,Kayl,70816.64,60129.043,99,66
841,923,2020-01-16,3,C,1,1,1,1,12,14,21,57,66,65,71,59,50,42,48,45,39,23,12,12,10,3,8,2,663,HEISCHTERGRONN,N15,Wiltz <-> Heischtergronn deux sens ,Wiltz,Heischtergronn,64322.06,108502.195,188,74
842,926,2020-01-16,3,C,2,0,0,2,3,9,21,41,43,52,42,33,19,36,36,24,20,16,15,9,11,14,9,9,466,ESCH-ALZETTE,N4,Lallange <-> Esch-Alzette deux sens ,Lallange,Esch-Alzette,66852.0,62961.0,136,51
843,927,2020-01-16,3,C,0,0,1,0,2,2,20,38,60,47,28,40,25,36,40,35,30,21,11,2,1,1,0,2,442,WICKRANGE,N13,Wickrange <-> Pontpierre deux sens ,Wickrange,Pontpierre,69445.73,67176.516,145,62
844,928,2020-01-16,3,C,0,0,0,0,0,8,13,25,15,21,21,15,12,23,23,25,18,16,13,12,9,4,4,3,280,BELVAUX,N31,Belvaux <-> Differdange deux sens ,Belvaux,Differdange,62411.56,64443.49,61,47
845,939,2020-01-16,3,C,8,5,6,18,19,33,74,86,113,99,124,116,121,115,98,109,93,59,35,30,25,9,5,13,1413,HOSINGEN,N7,Dorscheid <-> Hosingen deux sens ,Dorscheid,Hosingen,74532.484,120637.63,298,187
846,941,2020-01-16,3,C,0,2,1,6,1,9,21,40,34,31,28,39,36,30,29,21,21,20,12,6,4,2,2,1,396,ALLERBORN,N20,Féitsch <-> Allerborn deux sens ,Féitsch,Allerborn,59769.207,122546.0,105,53
847,942,2020-01-16,3,C,0,2,3,10,1,9,29,61,46,62,57,61,52,38,48,46,31,30,16,4,2,2,3,1,614,HAMIVILLE,N12,Hamiville <-> Féitsch deux sens ,Hamiville,Féitsch,60364.152,123320.05,169,77
848,943,2020-01-16,3,C,0,1,0,2,2,4,14,34,49,33,58,52,32,44,39,28,31,14,14,10,5,4,1,0,471,MAISON SCHUMAN,N26,Wiltz <-> Maison Schuman deux sens ,Wiltz,Maison Schuman,59479.574,112602.12,116,59
849,944,2020-01-16,3,C,0,0,2,5,2,5,21,39,31,36,37,30,42,35,29,26,22,22,8,4,4,1,1,1,403,EMESCHBAACH,N12,Asselborn <-> Antoniushaff deux sens ,Asselborn,Antoniushaff,64769.258,128659.93,106,52
850,947,2020-01-16,3,C,1,1,3,5,6,17,45,26,42,38,39,46,57,44,39,35,28,20,20,16,9,2,2,3,544,HULDANGE,N7,Belgique <-> Wemperhardt deux sens ,Belgique,Wemperhardt,69818.516,137313.02,106,68
851,1111,2020-01-16,3,C,1,0,2,1,2,11,16,24,31,20,22,18,18,18,17,18,15,11,8,4,3,5,3,1,269,ECHTERNACH,N10,Echternach <-> Bollendorf deux sens ,Echternach,Bollendorf,96674.516,98391.53,75,34
852,1113,2020-01-16,3,C,0,0,0,1,0,1,2,7,12,17,11,14,9,9,12,6,7,3,2,0,0,1,0,0,114,CHRISTNACH,CR118,Christnach <-> Consdorf deux sens ,Christnach,Consdorf,87978.6,94792.87,36,12
853,1114,2020-01-16,3,C,1,0,0,2,2,5,5,14,17,11,15,9,8,17,20,9,6,7,6,5,2,0,1,0,162,PAFEBIERG,CR141,Osweiler <-> Mompach deux sens ,Osweiler,Mompach,100631.55,93911.984,42,19
854,1117,2020-01-16,3,C,3,3,5,6,16,14,47,72,78,61,75,48,49,62,46,51,43,31,29,23,13,9,6,4,794,ECHTERNACH,N11,Echternach <-> Luxembourg deux sens ,Echternach,Luxembourg,97290.05,96950.62,211,103
855,1119,2020-01-16,3,C,1,0,0,0,4,7,16,24,21,24,19,19,24,22,24,16,10,7,6,4,3,3,2,1,257,STEINHEIM,N10,Echternach <-> Wasserbillig deux sens ,Echternach,Wasserbillig,101849.56,98546.32,69,23
856,1202,2020-01-16,3,C,0,2,0,0,2,5,17,32,24,26,24,30,26,26,19,23,23,17,9,11,8,4,5,1,334,JUNGLINSTER,N11,Junglinster <-> Gonderange deux sens ,Junglinster,Gonderange,85771.23,85499.0,82,49
857,1204,2020-01-16,3,C,6,6,4,7,11,23,63,88,87,94,78,87,72,78,91,71,65,37,21,29,17,13,11,3,1062,GONDERANGE,N11,Gonderange <-> Junglinster deux sens ,Gonderange,Junglinster,85287.734,84159.34,269,123
858,1207,2020-01-16,3,C,0,0,0,0,0,5,18,24,14,16,19,25,17,14,25,24,15,14,14,14,7,5,7,4,281,JUNGLINSTER,N11,Graulinster <-> Junglinster deux sens ,Graulinster,Junglinster,87152.0,87021.0,54,43
859,1208,2020-01-16,3,C,2,0,1,1,0,8,12,25,15,21,15,20,11,15,24,17,15,9,7,8,7,2,5,1,241,JUNGLINSTER,CR121,Junglinster <-> Blumenthal deux sens ,Junglinster,Blumenthal,87126.0,87227.0,61,31
860,1209,2020-01-16,3,C,5,4,4,6,8,20,47,75,73,75,60,65,60,54,75,59,51,22,15,18,10,14,9,2,831,JUNGLINSTER,N11,Junglinster <-> Gonderange deux sens ,Junglinster,Gonderange,85689.0,85250.0,223,88
861,1210,2020-01-16,3,C,4,4,4,5,10,18,53,87,70,71,62,69,69,71,77,66,76,37,33,20,11,16,8,4,945,JUNGLINSTER,N11,Gonderange <-> Graulinster deux sens ,Gonderange,Graulinster,86181.0,85345.0,228,146
862,1211,2020-01-16,3,C,0,0,0,0,0,4,0,8,6,3,11,5,3,3,5,4,7,4,3,1,1,2,2,1,73,GODBRANGE,CR129,Junglinster <-> Godbrange deux sens ,Junglinster,Godbrange,84952.0,88911.0,17,14
863,1223,2020-01-16,3,C,0,2,0,2,6,10,30,36,39,30,32,36,31,33,41,43,22,24,17,11,11,5,2,3,466,MACHTUM,N10,Grevenmacher <-> Remich deux sens ,Grevenmacher,Remich,98652.9,81359.82,105,63
864,1229,2020-01-16,3,C,0,0,0,1,0,2,13,17,10,21,18,18,18,14,17,19,15,9,9,3,2,1,2,2,211,BIWER,N14,Wecker <-> Boudlerbach deux sens ,Wecker,Boudlerbach,94591.47,85866.375,48,33
865,1230,2020-01-16,3,C,2,2,19,5,3,3,17,47,30,30,25,31,26,27,43,25,22,17,16,12,5,3,2,2,414,NIEDERANVEN,N1,Niederanven <-> Senningerberg deux sens ,Niederanven,Senningerberg,85068.016,79222.9,107,55
866,1231,2020-01-16,3,C,1,3,2,2,1,5,15,27,29,26,17,30,13,17,21,22,13,12,12,9,6,3,2,1,289,BERG,N1,Wecker <-> Roodt-sur-Syre deux sens ,Wecker,Roodt-sur-Syre,93813.984,83089.69,82,37
867,1232,2020-01-16,3,C,1,7,4,1,6,17,36,51,56,64,53,49,40,51,47,38,33,22,23,14,7,4,6,5,635,GREVENMACHER,N1,Grevenmacher <-> Potaschberg A1 deux sens ,Grevenmacher,Potaschberg A1,99073.95,82634.05,171,78
868,1250,2020-01-16,3,C,1,0,1,0,1,7,10,29,26,21,19,17,22,30,21,16,11,6,5,3,4,6,2,2,260,MOERSDORF,N10,Wasserbillig <-> Born deux sens ,Wasserbillig,Born,104024.4,89718.56,76,22
869,1300,2020-01-16,3,C,9,13,15,14,25,52,112,165,176,205,209,217,158,174,183,158,112,73,41,33,17,11,10,12,2194,LORENTZWEILER,A7,Mersch <-> Luxembourg deux sens ,Mersch,Luxembourg,76556.0,85983.0,546,226
870,1314,2020-01-16,3,C,1,0,2,0,0,4,17,17,25,18,20,17,22,23,21,21,17,10,12,3,3,2,2,1,258,DALHEIM,N13,Filsdorf <-> Bous deux sens ,Filsdorf,Bous,86768.91,67154.63,60,39
871,1410,2020-01-16,3,C,238,184,176,213,359,621,770,675,555,739,927,1087,989,909,994,921,657,583,480,508,404,336,291,255,13871,BETTEMBOURG,A3,Croix de Bettembourg <-> Luxembourg deux sens ,Croix de Bettembourg,Luxembourg,76227.07,64532.98,1969,1720
872,1414,2020-01-16,3,C,141,84,73,100,225,846,409,237,429,768,975,1112,992,830,838,843,708,827,857,857,537,419,349,190,13646,FRANCE Frontière,A3,France <-> Luxembourg deux sens ,France,Luxembourg,76415.195,60861.355,1434,2392
873,1430,2020-01-16,3,C,70,77,95,83,141,206,213,236,269,321,336,308,288,297,330,305,278,253,179,152,114,102,80,59,4792,POTASCHBIERG,A1,Aire de Wasserbillig <-> Echangeur Munsbach deux sens ,Aire de Wasserbillig,Echangeur Munsbach,98204.266,83303.73,826,710
874,1432,2020-01-16,3,C,46,46,45,46,87,126,122,166,199,167,108,150,156,158,152,148,126,111,68,68,58,46,34,38,2471,ALLEMAGNE Frontière,A1,Allemagne <-> Luxembourg deux sens ,Allemagne,Luxembourg,103675.21,88574.78,532,305
875,1433,2020-01-16,3,C,82,83,83,98,164,212,251,265,316,394,369,333,326,326,364,334,298,270,225,175,143,103,93,51,5358,FINDEL,A1,Muensbach <-> Senningerberg deux sens ,Muensbach,Senningerberg,84816.99,78195.62,975,793
876,1441,2020-01-16,3,C,38,23,27,24,71,181,292,410,432,425,460,429,361,400,365,320,252,234,183,136,65,38,34,29,5229,AESSEN,A13,Sanem <-> Lankelz deux sens ,Sanem,Lankelz,63022.316,66426.78,1267,669
877,1448,2020-01-16,3,C,34,38,31,30,61,110,178,176,199,233,201,183,202,215,236,274,218,195,149,110,80,60,52,41,3306,TUNNEL MARKUSBIERG,A13,Allemagne <-> Frisange deux sens ,Allemagne,Frisange,94038.67,60374.227,608,562
878,1483,2020-01-16,3,C,6,13,13,14,24,54,92,128,133,175,154,175,134,145,140,120,94,61,38,32,21,11,9,11,1797,LORENTZWEILER échangeur,A7,T. Grouft <-> T. Gosseldange deux sens ,T. Grouft,T. Gosseldange,77829.83,85801.0,436,193
879,1486,2020-01-16,3,C,14,17,20,24,37,88,199,329,380,292,236,267,221,221,233,189,171,120,77,64,39,22,20,16,3296,GRENGEWALD,A7,Ech. Waldhof <-> Ech. Kirchberg deux sens ,Ech. Waldhof,Ech. Kirchberg,81368.125,79165.42,1001,368
880,1487,2020-01-16,3,C,7,15,9,11,23,44,98,131,156,195,178,176,153,145,152,134,102,65,39,30,25,12,12,12,1924,STAFFELSTEIN,A7,Ech. Waldhof <-> Ech. Lorentzweiler deux sens ,Ech. Waldhof,Ech. Lorentzweiler,80637.51,80313.8,482,206
881,5120,2020-01-16,3,C,0,0,0,0,2,10,22,27,28,23,20,19,21,20,20,25,20,21,23,14,9,5,5,5,339,OBERCORN,CR174,Soleuvre <-> Differdange deux sens ,Soleuvre,Differdange,61416.0,65192.973,78,64
